"Topic Area","Topic","Progress Level","Exercise","gemini-1.5-flash solution"
"Numbers and operations","Expanding number relationships and number spaces","G","A recipe for a large cake requires 3 cups of flour for every 2 cups of sugar; if a baker wants to make 6 cups of flour how many cups of sugar will they need?","This is a ratio problem.  The recipe establishes a ratio of flour to sugar: 3 cups flour : 2 cups sugar.

To find out how much sugar is needed for 6 cups of flour you can set up a proportion:

* **3 cups flour / 2 cups sugar = 6 cups flour / x cups sugar**

Where 'x' represents the unknown amount of sugar.

Solve for 'x' by cross-multiplying:

* 3x = 2 * 6
* 3x = 12
* x = 12 / 3
* x = 4

Therefore the baker will need **4 cups of sugar** to make a cake with 6 cups of flour."
"Numbers and operations","Expanding number relationships and number spaces","G","A map uses a scale where 1 inch represents 30 miles; if two towns are 5 inches apart on the map what is the actual distance between them in miles?","The map uses a scale of 1 inch : 30 miles.  This means every inch on the map represents 30 miles in real life.

Since the towns are 5 inches apart on the map you simply multiply the map distance by the scale factor:

5 inches * 30 miles/inch = 150 miles

The actual distance between the two towns is $\boxed{150}$ miles."
"Numbers and operations","Applying calculation strategies","D","A local bookstore sold 237 books last month and 185 books this month; estimate the total number of books sold by rounding to the nearest ten.","Here's how to solve this problem using rounding to the nearest ten:

1. **Round each number:**
   * 237 rounds to 240 (because the units digit 7 is 5 or greater)
   * 185 rounds to 190 (because the units digit 5 is 5 or greater)

2. **Add the rounded numbers:** 240 + 190 = 430

Therefore the estimated total number of books sold is $\boxed{430}$."
"Numbers and operations","Applying calculation strategies","D","A farmer has 489 apples and plans to give away 275 apples; estimate how many apples he will have left by rounding to the nearest ten.","Here's how to solve this problem using rounding to the nearest ten:

1. **Round the initial number of apples:** The farmer has 489 apples.  Rounding 489 to the nearest ten gives us 490 (because 9 is closer to 10 than 0).

2. **Round the number of apples given away:** The farmer gives away 275 apples. Rounding 275 to the nearest ten gives us 280.

3. **Subtract the rounded numbers:** Now subtract the rounded number of apples given away from the rounded number of apples the farmer started with: 490 - 280 = 210

Therefore the farmer will have approximately 210 apples left.  This is an estimate not the exact number."
"Numbers and operations","Applying calculation strategies","D","During a school fundraiser students raised $1248 and spent $673; estimate the total amount left by rounding to the nearest ten.","Here's how to solve this problem using rounding to the nearest ten:

1. **Round the amounts:**

* **Money raised:** $1248 rounds to $1250 (because the ones digit 8 is greater than or equal to 5 we round up).
* **Money spent:** $673 rounds to $670 (because the ones digit 3 is less than 5 we round down).

2. **Subtract the rounded amounts:**

* $1250 (raised) - $670 (spent) = $580

Therefore the estimated amount left is $\boxed{$580}$."
"Numbers and operations","Applying calculation strategies","E","Jenna has \(\frac{2}{3}\) of a pizza and her friend gives her \(\frac{1}{4}\) of a pizza; how much pizza does Jenna have now?","To solve this you need to add the two fractions together:

1. **Find a common denominator:**  The denominators are 3 and 4. The least common multiple of 3 and 4 is 12.

2. **Convert the fractions to equivalent fractions with the common denominator:**

   * \(\frac{2}{3}\) becomes \(\frac{2 \times 4}{3 \times 4} = \frac{8}{12}\)
   * \(\frac{1}{4}\) becomes \(\frac{1 \times 3}{4 \times 3} = \frac{3}{12}\)

3. **Add the numerators:** \(\frac{8}{12} + \frac{3}{12} = \frac{8+3}{12} = \frac{11}{12}\)

Therefore Jenna now has \(\frac{11}{12}\) of a pizza."
"Numbers and operations","Applying calculation strategies","E","A recipe requires \(\frac{5}{6}\) cup of sugar but Jerry only has \(\frac{1}{3}\) cup; how much more sugar does he need to gather?","To find out how much more sugar Jerry needs subtract the amount of sugar he has from the amount the recipe requires.

1. **Find a common denominator:** The fractions have denominators of 6 and 3.  The least common denominator is 6.

2. **Convert the fractions:**  Convert 1/3 to an equivalent fraction with a denominator of 6.  To do this multiply both the numerator and the denominator by 2: (1/3) * (2/2) = 2/6

3. **Subtract:** Subtract the amount Jerry has (2/6 cup) from the amount the recipe requires (5/6 cup):  5/6 - 2/6 = 3/6

4. **Simplify:** Simplify the resulting fraction.  Both the numerator and denominator are divisible by 3: 3/6 = 1/2

Therefore Jerry needs **1/2** cup more sugar."
"Numbers and operations","Applying calculation strategies","E","During a fundraiser Emily read \(\frac{3}{8}\) of a book and later she read another \(\frac{1}{2}\) of the book; what fraction of the book has she read in total?","To find the total fraction of the book Emily read you need to add the two fractions together: 3/8 and 1/2.

However you can't directly add fractions with different denominators.  First find a common denominator for 8 and 2.  The easiest common denominator is 8 (since 2 goes into 8 evenly).

1. **Convert 1/2 to have a denominator of 8:**  To do this multiply both the numerator and the denominator of 1/2 by 4: (1 * 4) / (2 * 4) = 4/8

2. **Add the fractions:** Now you have 3/8 + 4/8.  Since the denominators are the same you can simply add the numerators: 3 + 4 = 7.

3. **The result:** The total fraction of the book Emily read is 7/8."
"Numbers and operations","Applying calculation strategies","F","A store is having a sale where all items are 15% off; estimate the total cost of buying 3 shirts priced at $25 each and 2 pairs of shoes priced at $40 each after applying the discount.","Here's how to solve this problem combining estimation with precise calculation for a good balance of speed and accuracy:

**1. Estimate the discount:**

* **Shirts:** 3 shirts * $25/shirt = $75.  15% of $75 is roughly 10% ($7.50) + half of 10% ($3.75) ≈ $11.25  (This is a little under but close enough for an estimate)
* **Shoes:** 2 pairs * $40/pair = $80. 15% of $80 is roughly 10% ($8) + half of 10% ($4) = $12

**2. Estimate the total discount:**

* Total estimated discount: $11.25 (shirts) + $12 (shoes) ≈ $23.25

**3. Estimate the total pre-discount cost:**

* Total pre-discount cost: $75 (shirts) + $80 (shoes) = $155

**4. Estimate the final cost:**

* Estimated final cost: $155 - $23.25 ≈ $132

**5. Precise Calculation (for comparison):**

* **Shirts:**  $25 * 0.15 = $3.75 discount per shirt; $3.75 * 3 shirts = $11.25 total shirt discount.  $75 - $11.25 = $63.75 final shirt cost.
* **Shoes:** $40 * 0.15 = $6 discount per pair; $6 * 2 pairs = $12 total shoe discount. $80 - $12 = $68 final shoe cost.
* **Total cost:** $63.75 + $68 = $131.75

**Conclusion:**

Our estimate of $132 was very close to the precise calculation of $131.75.  This demonstrates that using estimation with a bit of mental math can be a quick and effective way to get a good idea of the final cost without needing a calculator for every step."
"Numbers and operations","Applying calculation strategies","F","A recipe for a smoothie calls for 2.5 cups of milk 1.3 cups of yogurt and 0.75 cups of fruit; round each ingredient amount to the nearest whole number and estimate the total volume needed for the recipe.","Here's how to solve this problem step-by-step:

1. **Round each ingredient to the nearest whole number:**

* 2.5 cups of milk rounds to 3 cups.
* 1.3 cups of yogurt rounds to 1 cup.
* 0.75 cups of fruit rounds to 1 cup.

2. **Add the rounded amounts:**

* 3 cups (milk) + 1 cup (yogurt) + 1 cup (fruit) = 5 cups

3. **State the estimated total volume:**

The estimated total volume needed for the recipe is approximately 5 cups."
