"Topic Area","Topic","Progress Level","Exercise","Technical Terms"
"Functional relationships (patterns and structures)","Equations and algebra","E","A store is selling t-shirts for $15 each; if you spend a total of $120 how many t-shirts did you buy?","- Preis
- T-Shirt
- Gesamtausgaben
- Stückzahl
- Division
- Multiplikation"
"Functional relationships (patterns and structures)","Equations and algebra","E","A gardening company charges $50 for each tree planted; if you paid a total of $350 how many trees were planted?","1. Kosten
2. Preis
3. Gesamtbetrag
4. Anzahl
5. Pflanzen
6. Baum
7. Rechnung
8. Dividieren
9. Multiplikation
10. Gleichung"
"Functional relationships (patterns and structures)","Equations and algebra","E","You saved $200 for a new bike which costs $50 more than what you currently have; write an equation to find out how much money you originally had.","1. Geldbetrag
2. Kosten
3. Gleichung
4. Unbekannte
5. Addition
6. Subtraktion
7. Variable
8. Lösung
9. Problemstellung
10. Finanzielle Mittel"
"Functional relationships (patterns and structures)","Other functional relationships","F","A local bookstore offers a discount of $2 on each new book; if the first book costs $15 what will be the prices of the next three books in the sequence?","1. Rabatt  
2. Neuerscheinung  
3. Preis  
4. Sequenz  
5. Kosten  
6. Buch  
7. Gesamtpreis"
"Functional relationships (patterns and structures)","Other functional relationships","F","A car rental service charges an initial fee of $30 and an additional $5 for each hour rented; determine the charge for renting the car for the first five hours.","1. Mietgebühr
2. Grundgebühr
3. Stundensatz
4. Gesamtkosten
5. Mietdauer"
"Functional relationships (patterns and structures)","Other functional relationships","F","In a gardening club members plant 3 new trees in the first week and increase their planting by 2 trees each subsequent week; calculate the number of trees planted in the next 4 weeks.","1. Baum (tree)  
2. Woche (week)  
3. Pflanzen (planting)  
4. Zunahme (increase)  
5. Anzahl (number)  
6. Gesamt (total)  
7. Sequenz (sequence)  
8. Arithmetische Progression (arithmetic progression)  
9. Formel (formula)  
10. Summierung (summation)"
"Functional relationships (patterns and structures)","Other functional relationships","G","Identify the common ratio in the geometric sequence 3 6 12 24 and use it to predict the next two terms.","- Geometrische Folge
- Gemeinsamer Quotient
- Glied
- Vorhergehendes Glied
- Nächstes Glied
- Vorhersage"
"Functional relationships (patterns and structures)","Other functional relationships","G","A car's value decreases by half each year; if its current value is $16000 what will the value be after 3 years in a geometric sequence?","1. Geometrische Folge
2. Wachstumsfaktor
3. Anfangswert
4. jährlicher Wertverlust
5. Exponentialverfall
6. Zeitperiode
7. Berechnungsformel
8. Endwert"
"Functional relationships (patterns and structures)","Other functional relationships","G","Given the geometric sequence where the first term is 5 and the common ratio is 3 calculate the fifth term of the sequence.","- Geometrische Folge
- Erster Term
- Gemeinsamer Quotient (Quotient)
- Fünfter Term
- Formel für den n-ten Term"
"Functional relationships (patterns and structures)","Assignments and proportionality","H","A recipe for 12 cookies requires 3 cups of flour; how much flour is needed for 30 cookies?","1. Rezept
2. Cookies
3. Tassen
4. Mehl
5. Verhältnis
6. Skalierung
7. Portionen
8. Multiplikation"
"Functional relationships (patterns and structures)","Assignments and proportionality","H","A car travels 240 miles using 8 gallons of gas; how many gallons will it need to travel 600 miles?","1. Entfernung
2. Verbrauch
3. Gallone
4. Meilen
5. Verhältnis
6. Durchschnittsverbrauch
7. Kraftstoffeffizienz
8. Rechnung (Berechnung)"
"Functional relationships (patterns and structures)","Assignments and proportionality","H","A painter can complete a mural in 15 hours; if they work at the same rate how long will it take to finish 4 murals?","1. Maler
2. Wandmalerei
3. Arbeitsrate
4. Zeit
5. Mural
6. Stunden
7. Verhältnis
8. Gesamtzeit
9. Proportionalität
10. Arbeitsleistung"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","Create a table of values for the linear function \(y = 3x + 2\) using the values of \(x\) from -2 to 2 and then graph the function on a coordinate plane.","1. lineare Funktion  
2. Werte Tabelle  
3. Koordinaten  
4. Ordinate  
5. Abszisse  
6. Graph  
7. Koordinatenebene  
8. Steigung  
9. y-Achse  
10. x-Achse  
11. Funktionswert  
12. Punkt  
13. Achsenbeschriftung  
14. Intercept  
15. Gleichung"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","A local bakery sells muffins for $2 each and cookies for $1.50 each; write a linear equation representing the total cost \(y\) for buying \(x\) muffins and then generate values for \(x\) from 0 to 4 to graph this equation.","- lineare Gleichung
- Funktion
- Variablen
- Koordinaten
- Graph
- Intercept
- Steigung
- Wertepaare
- Kosten
- Preis разница"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","The temperature in degrees Fahrenheit can be estimated by the formula \(F = 9C + 32\) where \(C\) is the temperature in degrees Celsius; create a table of values for this relationship using Celsius values of 0 10 20 and 30 then plot the corresponding Fahrenheit values.","1. Temperatur  
2. Fahrenheit  
3. Celsius  
4. Formel  
5. Werte  
6. Tabelle  
7. Plotten  
8. Achsen  
9. Graph  
10. Beziehung"
"Functional relationships (patterns and structures)","Equations and algebra","F","Solve for x: 3(x - 4) = 2(x + 5).","- Gleichung
- Variable
- Klammern
- Distributivgesetz
- Terme
- Isolieren
- Lösungen
- Vereinfachen
- Äquivalenzumformungen"
"Functional relationships (patterns and structures)","Equations and algebra","F","A school is planning a fundraiser; if the items cost $12 each and the total cost is equal to 4 times the number of items sold solve for y in the equation 12y = 4y + 48.","1. Variable (Variable)
2. Gleichung (Equation)
3. Betrag (Amount)
4. Kosten (Cost)
5. Verkaufszahl (Quantity Sold)
6. Lösung (Solution)
7. Multiplikation (Multiplication)
8. Addition (Addition)
9. Umformung (Rearrangement)
10. Koeffizient (Coefficient)"
"Functional relationships (patterns and structures)","Equations and algebra","F","If Jamie has twice as many apples as Alex and together they have 36 apples create and solve the equation 2x + x = 36 to find out how many apples Alex has.","1. Variable (Variable)
2. Gleichung (Equation)
3. Terme (Terms)
4. Koeffizient (Coefficient)
5. Lösung (Solution)
6. Addition (Addition)
7. Substitution (Substitution)
8. Gleichgewicht (Balance)"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","G","A bakery produces 10 loaves of bread on the first day and increases production by 5 loaves each subsequent day; express the total number of loaves produced on day \( n \) as an algebraic formula and use it to find the number produced on day 7.","1. Backwaren (Bakery)
2. Laib (Loaf)
3. Tag (Day)
4. Produktion (Production)
5. Zunahme (Increase)
6. Algebra (Algebra)
7. Formel (Formula)
8. Gesamte Anzahl (Total Number)
9. Variable (Variable)
10. Folge (Sequence)"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","G","The cost of a monthly gym membership starts at $20 and increases by $5 for each additional family member; write an algebraic expression for the total cost based on the number of members and calculate the cost for a family of 4.","1. Kosten (cost)
2. Mitgliedschaft (membership)
3. Familie (family)
4. algebraischer Ausdruck (algebraic expression)
5. Anzahl (number)
6. Mitglieder (members)
7. Zuwachs (increase)
8. monatlich (monthly)
9. Gesamtkosten (total cost)
10. Berechnung (calculation)"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","G","A car rental company charges a base fee of $30 plus $15 for each day the car is rented; create an algebraic formula for the total cost in terms of the number of days \( d \) the car is rented and determine the cost for renting the car for 3 days.","1. Basisgebühr  
2. Tägliche Mietgebühr  
3. Algebraische Formel  
4. Gesamtpreis  
5. Variable  
6. Mietdauer  
7. Kostenberechnung  
8. Funktion"
